Year,SiteCode_Plot_Quadrant,AcceptedSpecies,PercentCoverAlive,PercentCoverDead,Comment
2023,berg_B12_NE,Phragmites australis,5,0,NA
2023,berg_B12_SW,Eucalyptus camaldulensis,5,0,NA
2023,berg_B12_SW,Rumex crispus,15,0,NA
2023,berg_B12_SW,Solanum nigrum,5,0,NA
2023,berg_B12_SW,Phragmites australis,5,0,NA
2023,berg_B12_SW,Persicaria senegalensis,10,0,NA
2023,berg_B12_SW,Senecio pterophorus,5,0,NA
2023,berg_B12_SW,Lolium perenne,15,15,NA
2023,berg_B12_SE,Persicaria senegalensis,40,0,NA
2023,berg_B12_SE,Phragmites australis,10,0,NA
2023,berg_B12_SE,Xanthium strumarium,5,0,NA
2023,berg_B12_SE,Lolium perenne,10,0,NA
2023,berg_B11_NW,Pennisetum clandestinum,30,0,NA
2023,berg_B11_NW,Lolium multiflorum,43,0,NA
2023,berg_B11_NW,Avena fatua,10,0,NA
2023,berg_B11_NW,Bromus diandrus,15,0,NA
2023,berg_B11_NE,Pennisetum clandestinum,85,0,NA
2023,berg_B11_NE,Avena fatua,5,0,NA
2023,berg_B11_NE,Bromus diandrus,5,0,NA
2023,berg_B11_SE,Avena fatua,5,0,NA
2023,berg_B11_SE,Bromus diandrus,5,0,NA
2023,berg_B11_SE,Pennisetum clandestinum,80,0,NA
2023,berg_B11_SW,Pennisetum clandestinum,47,0,NA
2023,berg_B11_SW,Lolium multiflorum,20,0,NA
2023,berg_B11_SW,Avena fatua,7,0,NA
2023,berg_B11_SW,Bromus diandrus,20,0,NA
2023,berg_B10_NW,Lolium perenne,30,0,NA
2023,berg_B10_NW,Cynodon dactylon,10,0,NA
2023,berg_B10_NW,Pennisetum macrourum,55,0,NA
2023,berg_B10_NW,Persicaria decipiens,5,0,NA
2023,berg_B10_NE,Salix babylonica,10,0,NA
2023,berg_B10_NE,Lolium sp.,5,0,NA
2023,berg_B10_NE,Nothoscordum gracile,5,0,NA
2023,berg_B10_NE,Rumex acetosella,5,0,NA
2023,berg_B10_NE,Pennisetum macrourum,75,0,NA
2023,berg_B10_SW,Salix babylonica,5,0,NA
2023,berg_B10_SW,Raphanus raphanistrum,5,0,NA
2023,berg_B10_SW,Eragrostis curvula,10,0,NA
2023,berg_B10_SW,Pennisetum macrourum,35,0,NA
2023,berg_B10_SW,Cynodon dactylon,35,0,NA
2023,berg_B10_SW,Persicaria decipiens,5,0,NA
2023,berg_B10_SE,Pennisetum macrourum,98,0,NA
2023,berg_B9_NW,Seriphium plumosum,40,0,NA
2023,berg_B9_NW,Helichrysum revolutum,30,0,NA
2023,berg_B9_NW,Echium plantagineum,5,0,NA
2023,berg_B9_NW,Pelargonium grossularioides,5,0,NA
2023,berg_B9_NW,Ehrharta longiflora,5,0,NA
2023,berg_B9_NE,Agrostis capillaris,15,0,NA
2023,berg_B9_NE,Seriphium plumosum,10,0,NA
2023,berg_B9_NE,Echium plantagineum,55,0,NA
2023,berg_B9_NE,Helichrysum revolutum,10,0,NA
2023,berg_B9_NE,Briza minor,5,0,NA
2023,berg_B9_SE,Seriphium plumosum,40,0,NA
2023,berg_B9_SE,Echium plantagineum,5,0,NA
2023,berg_B9_SE,Helichrysum revolutum,50,0,NA
2023,berg_B9_SW,Seriphium plumosum,65,0,NA
2023,berg_B9_SW,Echium plantagineum,10,0,NA
2023,berg_B9_SW,Helichrysum revolutum,15,0,NA
2023,berg_B9_SW,Hypochaeris radicata,5,0,NA
2023,berg_B8_NW,Pennisetum macrourum,69,0,NA
2023,berg_B8_NE,Pennisetum macrourum,45,0,NA
2023,berg_B8_NE,Xanthium strumarium,5,0,NA
2023,berg_B8_SW,Pennisetum macrourum,48,0,NA
2023,berg_B8_SE,Pennisetum macrourum,48,0,NA
2023,berg_B7_NW,Pennisetum macrourum,82,0,NA
2023,berg_B7_NW,Helichrysum teretifolium,5,0,NA
2023,berg_B7_NE,Pennisetum macrourum,89,10,NA
2023,berg_B7_SW,Pennisetum macrourum,89,10,NA
2023,berg_B7_SE,Pennisetum macrourum,88,10,NA
2023,berg_B6_NW,Metrosideros angustifolia,10,0,NA
2023,berg_B6_NW,Brabejum stellatifolium,20,0,NA
2023,berg_B6_NW,Passerina corymbosa,18,0,NA
2023,berg_B6_NW,Erica caffra,5,0,NA
2023,berg_B6_NW,Struthiola myrsinites,15,0,NA
2023,berg_B6_NW,Erica muscosa,10,0,NA
2023,berg_B6_NW,Drosera trinervia,10,0,NA
2023,berg_B6_NW,Restio subverticillatus,20,0,NA
2023,berg_B6_SE,Struthiola myrsinites,5,0,NA
2023,berg_B6_SE,Ficinia nigrescens,8,0,NA
2023,berg_B6_SE,Ehrharta villosa,8,0,NA
2023,berg_B6_SE,Erica caffra,20,0,NA
2023,berg_B6_SE,Restio gaudichaudianus,10,0,NA
2023,berg_B6_SE,Metrosideros angustifolia,5,0,NA
2023,berg_B6_SE,Seriphium plumosum,15,0,NA
2023,berg_B6_SE,Restio subverticillatus,15,0,NA
2023,berg_B6_SE,Erica muscosa,8,0,NA
2023,berg_B6_SE,Drosera trinervia,5,0,NA
2023,berg_B6_NE,Brabejum stellatifolium,30,0,NA
2023,berg_B6_NE,Restio gaudichaudianus,30,0,NA
2023,berg_B6_NE,Struthiola myrsinites,15,0,NA
2023,berg_B6_NE,Seriphium plumosum,5,0,NA
2023,berg_B6_NE,Passerina corymbosa,5,0,NA
2023,berg_B6_NE,Restio subverticillatus,10,0,NA
2023,berg_B6_SW,Restio subverticillatus,15,0,NA
2023,berg_B6_SW,Erica caffra,30,0,NA
2023,berg_B6_SW,Seriphium plumosum,10,0,NA
2023,berg_B6_SW,Drosera trinervia,25,0,NA
2023,berg_B6_SW,Polytrichum commune,5,0,NA
2023,berg_B6_SW,Metrosideros angustifolia,5,0,NA
2023,berg_B5_NW,Pennisetum clandestinum,50,0,NA
2023,berg_B5_NW,Quercus robur,0,30,NA
2023,berg_B5_NW,Tropaeolum majus,15,0,NA
2023,berg_B5_NW,Rubus fruticosus,5,0,NA
2023,berg_B5_NE,Rubus fruticosus,65,0,NA
2023,berg_B5_NE,Kiggelaria africana,8,0,NA
2023,berg_B5_NE,Pennisetum clandestinum,15,0,NA
2023,berg_B5_NE,Tropaeolum majus,12,0,NA
2023,berg_B5_SW,Rubus fruticosus,60,0,NA
2023,berg_B5_SW,Galium spurium,15,0,NA
2023,berg_B5_SW,Pennisetum clandestinum,15,0,NA
2023,berg_B5_SW,Vinca major,5,0,NA
2023,berg_B5_SE,Pennisetum clandestinum,80,0,NA
2023,berg_B5_SE,Quercus robur,0,10,NA
2023,berg_B5_SE,Tropaeolum majus,5,0,NA
2023,berg_B5_SE,Vinca major,5,0,NA
2023,berg_B4_NW,Pteridium aquilinum,30,0,NA
2023,berg_B4_NW,Pinus pinaster,49,0,NA
2023,berg_B4_NW,Restio perplexus,5,0,NA
2023,berg_B4_NW,Briza maxima,5,0,NA
2023,berg_B4_NW,Acacia sp.,5,0,NA
2023,berg_B4_NW,Passerina rigida,3,0,NA
2023,berg_B4_NW,Cliffortia ruscifolia,3,0,NA
2023,berg_B4_NE,Pinus pinaster,50,0,NA
2023,berg_B4_NE,Pteridium aquilinum,30,0,NA
2023,berg_B4_NE,Ehrharta erecta,10,0,NA
2023,berg_B4_SE,Acacia longifolia,15,0,NA
2023,berg_B4_SE,Pteridium aquilinum,50,0,NA
2023,berg_B4_SE,Ehrharta erecta,10,0,NA
2023,berg_B4_SE,Seriphium plumosum,5,0,NA
2023,berg_B4_SW,Pteridium aquilinum,70,0,NA
2023,berg_B4_SW,Briza maxima,5,0,NA
2023,berg_B4_SW,Ehrharta erecta,5,0,NA
2023,berg_B4_SW,Passerina rigida,5,0,NA
2023,berg_B3_NE,Metrosideros angustifolia,16,0,NA
2023,berg_B3_NE,Restio subverticillatus,16,0,NA
2023,berg_B3_NE,Prionium serratum,16,0,NA
2023,berg_B3_NW,Prionium serratum,10,0,NA
2023,berg_B3_SW,Prionium serratum,10,0,NA
2023,berg_B3_SE,Prionium serratum,10,0,NA
2023,berg_B3_SE,Metrosideros angustifolia,30,0,NA
2023,berg_B2_NW,Protea nitida,20,0,NA
2023,berg_B2_NW,Cyclopia genistoides,20,0,NA
2023,berg_B2_NW,Danthonia sp,10,0,NA
2023,berg_B2_NW,Pteridium aquilinum,5,0,NA
2023,berg_B2_NE,Searsia tomentosa,5,0,NA
2023,berg_B2_NE,Pteridium aquilinum,35,0,NA
2023,berg_B2_NE,Protea nitida,10,0,NA
2023,berg_B2_NE,Brabejum stellatifolium,10,0,NA
2023,berg_B2_NE,Danthonia sp,15,0,NA
2023,berg_B2_SW,Cliffortia ruscifolia,15,0,NA
2023,berg_B2_SW,Pteridium aquilinum,5,0,NA
2023,berg_B2_SW,Restio subverticillatus,5,0,NA
2023,berg_B2_SW,Protea repens,5,0,NA
2023,berg_B2_SW,Elytropappus rhinocerotis,10,0,NA
2023,berg_B2_SW,Cyclopia genistoides,5,0,NA
2023,berg_B2_SE,Searsia tomentosa,30,0,NA
2023,berg_B2_SE,Pteridium aquilinum,40,0,NA
2023,berg_B2_SE,Brabejum stellatifolium,10,0,NA
2023,berg_B2_SE,Hakea sp.,5,0,NA
2023,berg_B2_SE,Kiggelaria africana,5,0,NA
2023,berg_Gauge1160295_NW,Gleditsia triacanthos,35,0,NA
2023,berg_Gauge1160295_NW,Melia azedarach,35,0,NA
2023,berg_Gauge1160295_NE,Searsia lancea,10,0,NA
2023,berg_Gauge1160295_NE,Acacia longifolia,25,0,NA
2023,berg_Gauge1160295_NE,Melia azedarach,25,0,NA
2023,berg_Gauge1160295_NE,Pennisetum clandestinum,15,0,NA
2023,berg_Gauge1160295_NE,Briza maxima,10,0,NA
2023,berg_Gauge1160295_NE,Tropaeolum majus,10,0,NA
2023,berg_Gauge1160295_SW,Melia azedarach,15,0,NA
2023,berg_Gauge1160295_SW,Acacia longifolia,10,0,NA
2023,berg_Gauge1160295_SW,Searsia lancea,30,0,NA
2023,berg_Gauge1160295_SW,Pennisetum clandestinum,10,0,NA
2023,berg_Gauge1160295_SW,Ehrharta calycina,5,5,NA
2023,berg_Gauge1160295_SW,Briza maxima,10,0,NA
2023,berg_Gauge1160295_SE,Echium plantagineum,8,0,NA
2023,berg_Gauge1160295_SE,Searsia lancea,40,0,NA
2023,berg_Gauge1160295_SE,Briza maxima,0,10,NA
2023,berg_Gauge1160295_SE,Pennisetum clandestinum,0,5,NA
2023,berg_Gauge1160295_SE,Avena sativa,0,5,NA
2023,berg_Gauge1160295_SE,Acacia longifolia,15,0,NA
2023,berg_Gauge1160295_SE,Ehrharta longiflora,10,0,NA
2023,berg_Gauge1160263_NW,Sesbania sesban,5,0,NA
2023,berg_Gauge1160263_NW,Eucalyptus camaldulensis,10,0,NA
2023,berg_Gauge1160263_NW,Salix babylonica,25,0,NA
2023,berg_Gauge1160263_NW,Commelina benghalensis,10,0,NA
2023,berg_Gauge1160263_NW,Melaleuca sp. ,5,0,NA
2023,berg_Gauge1160263_NE,Salix babylonica,20,0,NA
2023,berg_Gauge1160263_NE,Populus canescens,20,0,NA
2023,berg_Gauge1160263_SW,Persicaria hydropiper,10,0,NA
2023,berg_Gauge1160263_SW,Salix babylonica,25,0,NA
2023,berg_Gauge1160263_SW,Sesbania sesban,10,0,NA
2023,berg_Gauge1160263_SW,Fraxinus angustifolia,5,0,NA
2023,berg_Gauge1160263_SE,Sesbania sesban,25,0,NA
2023,berg_Gauge1160263_SE,Salix babylonica,35,0,NA
2023,berg_Gauge1160265_NW,Searsia lancea,20,0,NA
2023,berg_Gauge1160265_NW,Diospyros glabra,15,0,NA
2023,berg_Gauge1160265_NW,Eragrostis curvula,10,0,NA
2023,berg_Gauge1160265_NW,Helichrysum indicum,5,0,NA
2023,berg_Gauge1160265_NW,Ehrharta calycina,0,10,NA
2023,berg_Gauge1160265_NE,Eragrostis curvula,40,0,NA
2023,berg_Gauge1160265_NE,Searsia undulata,20,0,NA
2023,berg_Gauge1160265_NE,Lolium perenne,0,5,NA
2023,berg_Gauge1160265_NE,Ehrharta calycina,0,5,NA
2023,berg_Gauge1160265_NE,Bromus diandrus,0,5,NA
2023,berg_Gauge1160265_SW,Searsia lancea,10,0,NA
2023,berg_Gauge1160265_SW,Eragrostis curvula,30,0,NA
2023,berg_Gauge1160265_SW,Ehrharta calycina,5,15,NA
2023,berg_Gauge1160265_SE,Searsia undulata,20,0,NA
2023,berg_Gauge1160265_SE,Eragrostis curvula,30,0,NA
2023,berg_Gauge1160265_SE,Panicum maximum,5,0,NA
2023,berg_Gauge1160265_SE,Bromus diandrus,0,10,NA
2023,berg_Gauge1160265_SE,Ehrhrta calycina,5,0,NA
2023,berg_Gauge1160265_SE,Cynodon dactylon,10,0,NA
2023,berg_Gauge1160265_SE,Lolium perenne,0,5,NA
2023,berg_Gauge1160266_NW,Tooth edged sapling- unidentified,5,0,NA
2023,berg_Gauge1160266_NW,Lolium perenne,5,0,NA
2023,berg_Gauge1160266_NW,Phragmites australis,80,0,NA
2023,berg_Gauge1160266_NE,Tooth edged sapling- unidentified,5,0,NA
2023,berg_Gauge1160266_NE,Buddleja salviifolia,5,0,NA
2023,berg_Gauge1160266_NE,Eucalyptus camaldulensis,5,0,NA
2023,berg_Gauge1160266_NE,Phragmites australis,75,0,NA
2023,berg_Gauge1160266_SE,Tooth edged sapling- unidentified,5,0,NA
2023,berg_Gauge1160266_SE,Lolium perenne,45,0,NA
2023,berg_Gauge1160266_SE,Phragmites australis,40,0,NA
2023,berg_Gauge1160266_SW,Phragmites australis,50,0,NA
2023,berg_Gauge1160266_SW,Lolium perenne,40,0,NA
2023,berg_Gauge1160266_SW,Cynodon dactylon,10,0,NA
